vuln_id	severity	bom_ref	ecosystem	name	version	purl	type
CVE-2026-0861	high	pkg:deb/debian/libc-dev-bin@2.36-9%2Bdeb12u13?arch=amd64&distro=debian-12&package-id=a441f47cb7456001&upstream=glibc	deb	libc-dev-bin	2.36-9+deb12u13	pkg:deb/debian/libc-dev-bin@2.36-9%2Bdeb12u13?arch=amd64&distro=debian-12&upstream=glibc	library
CVE-2026-0861	high	pkg:deb/debian/libc-devtools@2.36-9%2Bdeb12u13?arch=amd64&distro=debian-12&package-id=14dc64240f4a6401&upstream=glibc	deb	libc-devtools	2.36-9+deb12u13	pkg:deb/debian/libc-devtools@2.36-9%2Bdeb12u13?arch=amd64&distro=debian-12&upstream=glibc	library
CVE-2026-0861	high	pkg:deb/debian/libc6@2.36-9%2Bdeb12u13?arch=amd64&distro=debian-12&package-id=0ab22287b6343f5c&upstream=glibc	deb	libc6	2.36-9+deb12u13	pkg:deb/debian/libc6@2.36-9%2Bdeb12u13?arch=amd64&distro=debian-12&upstream=glibc	library
CVE-2026-0861	high	pkg:deb/debian/libc6-dev@2.36-9%2Bdeb12u13?arch=amd64&distro=debian-12&package-id=1f4a92bc30931514&upstream=glibc	deb	libc6-dev	2.36-9+deb12u13	pkg:deb/debian/libc6-dev@2.36-9%2Bdeb12u13?arch=amd64&distro=debian-12&upstream=glibc	library
CVE-2017-13716	none	pkg:deb/debian/binutils@2.40-2?arch=amd64&distro=debian-12&package-id=d842b59217648a95	deb	binutils	2.40-2	pkg:deb/debian/binutils@2.40-2?arch=amd64&distro=debian-12	library
CVE-2017-13716	none	pkg:deb/debian/binutils-common@2.40-2?arch=amd64&distro=debian-12&package-id=5bcf7faea7019d8b&upstream=binutils	deb	binutils-common	2.40-2	pkg:deb/debian/binutils-common@2.40-2?arch=amd64&distro=debian-12&upstream=binutils	library
CVE-2017-13716	none	pkg:deb/debian/binutils-x86-64-linux-gnu@2.40-2?arch=amd64&distro=debian-12&package-id=d0e449f35480c447&upstream=binutils	deb	binutils-x86-64-linux-gnu	2.40-2	pkg:deb/debian/binutils-x86-64-linux-gnu@2.40-2?arch=amd64&distro=debian-12&upstream=binutils	library
CVE-2017-13716	none	pkg:deb/debian/libbinutils@2.40-2?arch=amd64&distro=debian-12&package-id=78054169459aae2f&upstream=binutils	deb	libbinutils	2.40-2	pkg:deb/debian/libbinutils@2.40-2?arch=amd64&distro=debian-12&upstream=binutils	library
CVE-2017-13716	none	pkg:deb/debian/libctf-nobfd0@2.40-2?arch=amd64&distro=debian-12&package-id=63bfd9a0d6ef6f63&upstream=binutils	deb	libctf-nobfd0	2.40-2	pkg:deb/debian/libctf-nobfd0@2.40-2?arch=amd64&distro=debian-12&upstream=binutils	library
CVE-2017-13716	none	pkg:deb/debian/libctf0@2.40-2?arch=amd64&distro=debian-12&package-id=79f92809e5afae8d&upstream=binutils	deb	libctf0	2.40-2	pkg:deb/debian/libctf0@2.40-2?arch=amd64&distro=debian-12&upstream=binutils	library
CVE-2017-13716	none	pkg:deb/debian/libgprofng0@2.40-2?arch=amd64&distro=debian-12&package-id=727693742e6e3639&upstream=binutils	deb	libgprofng0	2.40-2	pkg:deb/debian/libgprofng0@2.40-2?arch=amd64&distro=debian-12&upstream=binutils	library
CVE-2021-4214	none	pkg:deb/debian/libpng16-16@1.6.39-2%2Bdeb12u1?arch=amd64&distro=debian-12&package-id=d50b56e6adfee72a&upstream=libpng1.6	deb	libpng16-16	1.6.39-2+deb12u1	pkg:deb/debian/libpng16-16@1.6.39-2%2Bdeb12u1?arch=amd64&distro=debian-12&upstream=libpng1.6	library
CVE-2024-2236	none	pkg:deb/debian/libgcrypt20@1.10.1-3?arch=amd64&distro=debian-12&package-id=d386f651d9220c9e	deb	libgcrypt20	1.10.1-3	pkg:deb/debian/libgcrypt20@1.10.1-3?arch=amd64&distro=debian-12	library
CVE-2025-14524	medium	pkg:deb/debian/curl@7.88.1-10%2Bdeb12u14?arch=amd64&distro=debian-12&package-id=61f95e16aafc9e56	deb	curl	7.88.1-10+deb12u14	pkg:deb/debian/curl@7.88.1-10%2Bdeb12u14?arch=amd64&distro=debian-12	library
CVE-2025-14524	medium	pkg:deb/debian/libcurl4@7.88.1-10%2Bdeb12u14?arch=amd64&distro=debian-12&package-id=09b36c5d81fca08e&upstream=curl	deb	libcurl4	7.88.1-10+deb12u14	pkg:deb/debian/libcurl4@7.88.1-10%2Bdeb12u14?arch=amd64&distro=debian-12&upstream=curl	library
CVE-2020-15719	none	pkg:deb/debian/libldap-2.5-0@2.5.13%2Bdfsg-5?arch=amd64&distro=debian-12&package-id=692b9197d4b21a92&upstream=openldap	deb	libldap-2.5-0	2.5.13+dfsg-5	pkg:deb/debian/libldap-2.5-0@2.5.13%2Bdfsg-5?arch=amd64&distro=debian-12&upstream=openldap	library
CVE-2020-15719	none	pkg:deb/debian/libldap-common@2.5.13%2Bdfsg-5?arch=all&distro=debian-12&package-id=dd3946a6b1d2298d&upstream=openldap	deb	libldap-common	2.5.13+dfsg-5	pkg:deb/debian/libldap-common@2.5.13%2Bdfsg-5?arch=all&distro=debian-12&upstream=openldap	library
CVE-2026-22801	high	pkg:deb/debian/libpng16-16@1.6.39-2%2Bdeb12u1?arch=amd64&distro=debian-12&package-id=d50b56e6adfee72a&upstream=libpng1.6	deb	libpng16-16	1.6.39-2+deb12u1	pkg:deb/debian/libpng16-16@1.6.39-2%2Bdeb12u1?arch=amd64&distro=debian-12&upstream=libpng1.6	library
CVE-2024-26458	none	pkg:deb/debian/krb5-locales@1.20.1-2%2Bdeb12u4?arch=all&distro=debian-12&package-id=72fde445ac2455fc&upstream=krb5	deb	krb5-locales	1.20.1-2+deb12u4	pkg:deb/debian/krb5-locales@1.20.1-2%2Bdeb12u4?arch=all&distro=debian-12&upstream=krb5	library
CVE-2024-26458	none	pkg:deb/debian/libgssapi-krb5-2@1.20.1-2%2Bdeb12u4?arch=amd64&distro=debian-12&package-id=27dfed9942e654b2&upstream=krb5	deb	libgssapi-krb5-2	1.20.1-2+deb12u4	pkg:deb/debian/libgssapi-krb5-2@1.20.1-2%2Bdeb12u4?arch=amd64&distro=debian-12&upstream=krb5	library
CVE-2024-26458	none	pkg:deb/debian/libk5crypto3@1.20.1-2%2Bdeb12u4?arch=amd64&distro=debian-12&package-id=28bcce6865c31c7b&upstream=krb5	deb	libk5crypto3	1.20.1-2+deb12u4	pkg:deb/debian/libk5crypto3@1.20.1-2%2Bdeb12u4?arch=amd64&distro=debian-12&upstream=krb5	library
CVE-2024-26458	none	pkg:deb/debian/libkrb5-3@1.20.1-2%2Bdeb12u4?arch=amd64&distro=debian-12&package-id=be62ac862a4f20f3&upstream=krb5	deb	libkrb5-3	1.20.1-2+deb12u4	pkg:deb/debian/libkrb5-3@1.20.1-2%2Bdeb12u4?arch=amd64&distro=debian-12&upstream=krb5	library
CVE-2024-26458	none	pkg:deb/debian/libkrb5support0@1.20.1-2%2Bdeb12u4?arch=amd64&distro=debian-12&package-id=45c439166729c218&upstream=krb5	deb	libkrb5support0	1.20.1-2+deb12u4	pkg:deb/debian/libkrb5support0@1.20.1-2%2Bdeb12u4?arch=amd64&distro=debian-12&upstream=krb5	library
CVE-2024-2379	none	pkg:deb/debian/curl@7.88.1-10%2Bdeb12u14?arch=amd64&distro=debian-12&package-id=61f95e16aafc9e56	deb	curl	7.88.1-10+deb12u14	pkg:deb/debian/curl@7.88.1-10%2Bdeb12u14?arch=amd64&distro=debian-12	library
CVE-2024-2379	none	pkg:deb/debian/libcurl4@7.88.1-10%2Bdeb12u14?arch=amd64&distro=debian-12&package-id=09b36c5d81fca08e&upstream=curl	deb	libcurl4	7.88.1-10+deb12u14	pkg:deb/debian/libcurl4@7.88.1-10%2Bdeb12u14?arch=amd64&distro=debian-12&upstream=curl	library
GHSA-3966-f6p6-2qr9	high	pkg:npm/npm@10.9.4?package-id=0a85c983d102907d	npm	npm	10.9.4	pkg:npm/npm@10.9.4	library
CVE-2011-4116	none	pkg:deb/debian/perl-base@5.36.0-7%2Bdeb12u3?arch=amd64&distro=debian-12&package-id=e272b8e8d5eb9292&upstream=perl	deb	perl-base	5.36.0-7+deb12u3	pkg:deb/debian/perl-base@5.36.0-7%2Bdeb12u3?arch=amd64&distro=debian-12&upstream=perl	library
CVE-2021-4217	none	pkg:deb/debian/unzip@6.0-28?arch=amd64&distro=debian-12&package-id=d86d104b2d6876f3	deb	unzip	6.0-28	pkg:deb/debian/unzip@6.0-28?arch=amd64&distro=debian-12	library
CVE-2025-1149	none	pkg:deb/debian/binutils@2.40-2?arch=amd64&distro=debian-12&package-id=d842b59217648a95	deb	binutils	2.40-2	pkg:deb/debian/binutils@2.40-2?arch=amd64&distro=debian-12	library
CVE-2025-1150	none	pkg:deb/debian/binutils@2.40-2?arch=amd64&distro=debian-12&package-id=d842b59217648a95	deb	binutils	2.40-2	pkg:deb/debian/binutils@2.40-2?arch=amd64&distro=debian-12	library
CVE-2025-1152	none	pkg:deb/debian/binutils@2.40-2?arch=amd64&distro=debian-12&package-id=d842b59217648a95	deb	binutils	2.40-2	pkg:deb/debian/binutils@2.40-2?arch=amd64&distro=debian-12	library
CVE-2025-1149	none	pkg:deb/debian/binutils-common@2.40-2?arch=amd64&distro=debian-12&package-id=5bcf7faea7019d8b&upstream=binutils	deb	binutils-common	2.40-2	pkg:deb/debian/binutils-common@2.40-2?arch=amd64&distro=debian-12&upstream=binutils	library
CVE-2025-1150	none	pkg:deb/debian/binutils-common@2.40-2?arch=amd64&distro=debian-12&package-id=5bcf7faea7019d8b&upstream=binutils	deb	binutils-common	2.40-2	pkg:deb/debian/binutils-common@2.40-2?arch=amd64&distro=debian-12&upstream=binutils	library
CVE-2025-1152	none	pkg:deb/debian/binutils-common@2.40-2?arch=amd64&distro=debian-12&package-id=5bcf7faea7019d8b&upstream=binutils	deb	binutils-common	2.40-2	pkg:deb/debian/binutils-common@2.40-2?arch=amd64&distro=debian-12&upstream=binutils	library
CVE-2025-1149	none	pkg:deb/debian/binutils-x86-64-linux-gnu@2.40-2?arch=amd64&distro=debian-12&package-id=d0e449f35480c447&upstream=binutils	deb	binutils-x86-64-linux-gnu	2.40-2	pkg:deb/debian/binutils-x86-64-linux-gnu@2.40-2?arch=amd64&distro=debian-12&upstream=binutils	library
CVE-2025-1150	none	pkg:deb/debian/binutils-x86-64-linux-gnu@2.40-2?arch=amd64&distro=debian-12&package-id=d0e449f35480c447&upstream=binutils	deb	binutils-x86-64-linux-gnu	2.40-2	pkg:deb/debian/binutils-x86-64-linux-gnu@2.40-2?arch=amd64&distro=debian-12&upstream=binutils	library
CVE-2025-1152	none	pkg:deb/debian/binutils-x86-64-linux-gnu@2.40-2?arch=amd64&distro=debian-12&package-id=d0e449f35480c447&upstream=binutils	deb	binutils-x86-64-linux-gnu	2.40-2	pkg:deb/debian/binutils-x86-64-linux-gnu@2.40-2?arch=amd64&distro=debian-12&upstream=binutils	library
CVE-2025-1149	none	pkg:deb/debian/libbinutils@2.40-2?arch=amd64&distro=debian-12&package-id=78054169459aae2f&upstream=binutils	deb	libbinutils	2.40-2	pkg:deb/debian/libbinutils@2.40-2?arch=amd64&distro=debian-12&upstream=binutils	library
CVE-2025-1150	none	pkg:deb/debian/libbinutils@2.40-2?arch=amd64&distro=debian-12&package-id=78054169459aae2f&upstream=binutils	deb	libbinutils	2.40-2	pkg:deb/debian/libbinutils@2.40-2?arch=amd64&distro=debian-12&upstream=binutils	library
CVE-2025-1152	none	pkg:deb/debian/libbinutils@2.40-2?arch=amd64&distro=debian-12&package-id=78054169459aae2f&upstream=binutils	deb	libbinutils	2.40-2	pkg:deb/debian/libbinutils@2.40-2?arch=amd64&distro=debian-12&upstream=binutils	library
CVE-2025-1149	none	pkg:deb/debian/libctf-nobfd0@2.40-2?arch=amd64&distro=debian-12&package-id=63bfd9a0d6ef6f63&upstream=binutils	deb	libctf-nobfd0	2.40-2	pkg:deb/debian/libctf-nobfd0@2.40-2?arch=amd64&distro=debian-12&upstream=binutils	library
CVE-2025-1150	none	pkg:deb/debian/libctf-nobfd0@2.40-2?arch=amd64&distro=debian-12&package-id=63bfd9a0d6ef6f63&upstream=binutils	deb	libctf-nobfd0	2.40-2	pkg:deb/debian/libctf-nobfd0@2.40-2?arch=amd64&distro=debian-12&upstream=binutils	library
CVE-2025-1152	none	pkg:deb/debian/libctf-nobfd0@2.40-2?arch=amd64&distro=debian-12&package-id=63bfd9a0d6ef6f63&upstream=binutils	deb	libctf-nobfd0	2.40-2	pkg:deb/debian/libctf-nobfd0@2.40-2?arch=amd64&distro=debian-12&upstream=binutils	library
CVE-2025-1149	none	pkg:deb/debian/libctf0@2.40-2?arch=amd64&distro=debian-12&package-id=79f92809e5afae8d&upstream=binutils	deb	libctf0	2.40-2	pkg:deb/debian/libctf0@2.40-2?arch=amd64&distro=debian-12&upstream=binutils	library
CVE-2025-1150	none	pkg:deb/debian/libctf0@2.40-2?arch=amd64&distro=debian-12&package-id=79f92809e5afae8d&upstream=binutils	deb	libctf0	2.40-2	pkg:deb/debian/libctf0@2.40-2?arch=amd64&distro=debian-12&upstream=binutils	library
CVE-2025-1152	none	pkg:deb/debian/libctf0@2.40-2?arch=amd64&distro=debian-12&package-id=79f92809e5afae8d&upstream=binutils	deb	libctf0	2.40-2	pkg:deb/debian/libctf0@2.40-2?arch=amd64&distro=debian-12&upstream=binutils	library
CVE-2025-1149	none	pkg:deb/debian/libgprofng0@2.40-2?arch=amd64&distro=debian-12&package-id=727693742e6e3639&upstream=binutils	deb	libgprofng0	2.40-2	pkg:deb/debian/libgprofng0@2.40-2?arch=amd64&distro=debian-12&upstream=binutils	library
CVE-2025-1150	none	pkg:deb/debian/libgprofng0@2.40-2?arch=amd64&distro=debian-12&package-id=727693742e6e3639&upstream=binutils	deb	libgprofng0	2.40-2	pkg:deb/debian/libgprofng0@2.40-2?arch=amd64&distro=debian-12&upstream=binutils	library
CVE-2025-1152	none	pkg:deb/debian/libgprofng0@2.40-2?arch=amd64&distro=debian-12&package-id=727693742e6e3639&upstream=binutils	deb	libgprofng0	2.40-2	pkg:deb/debian/libgprofng0@2.40-2?arch=amd64&distro=debian-12&upstream=binutils	library
CVE-2024-53589	none	pkg:deb/debian/binutils@2.40-2?arch=amd64&distro=debian-12&package-id=d842b59217648a95	deb	binutils	2.40-2	pkg:deb/debian/binutils@2.40-2?arch=amd64&distro=debian-12	library
CVE-2024-53589	none	pkg:deb/debian/binutils-common@2.40-2?arch=amd64&distro=debian-12&package-id=5bcf7faea7019d8b&upstream=binutils	deb	binutils-common	2.40-2	pkg:deb/debian/binutils-common@2.40-2?arch=amd64&distro=debian-12&upstream=binutils	library
CVE-2024-53589	none	pkg:deb/debian/binutils-x86-64-linux-gnu@2.40-2?arch=amd64&distro=debian-12&package-id=d0e449f35480c447&upstream=binutils	deb	binutils-x86-64-linux-gnu	2.40-2	pkg:deb/debian/binutils-x86-64-linux-gnu@2.40-2?arch=amd64&distro=debian-12&upstream=binutils	library
CVE-2024-53589	none	pkg:deb/debian/libbinutils@2.40-2?arch=amd64&distro=debian-12&package-id=78054169459aae2f&upstream=binutils	deb	libbinutils	2.40-2	pkg:deb/debian/libbinutils@2.40-2?arch=amd64&distro=debian-12&upstream=binutils	library
CVE-2024-53589	none	pkg:deb/debian/libctf-nobfd0@2.40-2?arch=amd64&distro=debian-12&package-id=63bfd9a0d6ef6f63&upstream=binutils	deb	libctf-nobfd0	2.40-2	pkg:deb/debian/libctf-nobfd0@2.40-2?arch=amd64&distro=debian-12&upstream=binutils	library
CVE-2024-53589	none	pkg:deb/debian/libctf0@2.40-2?arch=amd64&distro=debian-12&package-id=79f92809e5afae8d&upstream=binutils	deb	libctf0	2.40-2	pkg:deb/debian/libctf0@2.40-2?arch=amd64&distro=debian-12&upstream=binutils	library
CVE-2024-53589	none	pkg:deb/debian/libgprofng0@2.40-2?arch=amd64&distro=debian-12&package-id=727693742e6e3639&upstream=binutils	deb	libgprofng0	2.40-2	pkg:deb/debian/libgprofng0@2.40-2?arch=amd64&distro=debian-12&upstream=binutils	library
CVE-2025-6141	medium	pkg:deb/debian/libtinfo6@6.4-4?arch=amd64&distro=debian-12&package-id=a6231fb14cfeaaac&upstream=ncurses	deb	libtinfo6	6.4-4	pkg:deb/debian/libtinfo6@6.4-4?arch=amd64&distro=debian-12&upstream=ncurses	library
CVE-2025-6141	medium	pkg:deb/debian/ncurses-base@6.4-4?arch=all&distro=debian-12&package-id=ec73073218fd031a&upstream=ncurses	deb	ncurses-base	6.4-4	pkg:deb/debian/ncurses-base@6.4-4?arch=all&distro=debian-12&upstream=ncurses	library
CVE-2025-6141	medium	pkg:deb/debian/ncurses-bin@6.4-4?arch=amd64&distro=debian-12&package-id=c5b18ac268f2ccdf&upstream=ncurses	deb	ncurses-bin	6.4-4	pkg:deb/debian/ncurses-bin@6.4-4?arch=amd64&distro=debian-12&upstream=ncurses	library
CVE-2025-66382	medium	pkg:deb/debian/libexpat1@2.5.0-1%2Bdeb12u2?arch=amd64&distro=debian-12&package-id=66ec0b239b3dc1ac&upstream=expat	deb	libexpat1	2.5.0-1+deb12u2	pkg:deb/debian/libexpat1@2.5.0-1%2Bdeb12u2?arch=amd64&distro=debian-12&upstream=expat	library
CVE-2025-1151	none	pkg:deb/debian/binutils@2.40-2?arch=amd64&distro=debian-12&package-id=d842b59217648a95	deb	binutils	2.40-2	pkg:deb/debian/binutils@2.40-2?arch=amd64&distro=debian-12	library
CVE-2025-1151	none	pkg:deb/debian/binutils-common@2.40-2?arch=amd64&distro=debian-12&package-id=5bcf7faea7019d8b&upstream=binutils	deb	binutils-common	2.40-2	pkg:deb/debian/binutils-common@2.40-2?arch=amd64&distro=debian-12&upstream=binutils	library
CVE-2025-1151	none	pkg:deb/debian/binutils-x86-64-linux-gnu@2.40-2?arch=amd64&distro=debian-12&package-id=d0e449f35480c447&upstream=binutils	deb	binutils-x86-64-linux-gnu	2.40-2	pkg:deb/debian/binutils-x86-64-linux-gnu@2.40-2?arch=amd64&distro=debian-12&upstream=binutils	library
CVE-2025-1151	none	pkg:deb/debian/libbinutils@2.40-2?arch=amd64&distro=debian-12&package-id=78054169459aae2f&upstream=binutils	deb	libbinutils	2.40-2	pkg:deb/debian/libbinutils@2.40-2?arch=amd64&distro=debian-12&upstream=binutils	library
CVE-2025-1151	none	pkg:deb/debian/libctf-nobfd0@2.40-2?arch=amd64&distro=debian-12&package-id=63bfd9a0d6ef6f63&upstream=binutils	deb	libctf-nobfd0	2.40-2	pkg:deb/debian/libctf-nobfd0@2.40-2?arch=amd64&distro=debian-12&upstream=binutils	library
CVE-2025-1151	none	pkg:deb/debian/libctf0@2.40-2?arch=amd64&distro=debian-12&package-id=79f92809e5afae8d&upstream=binutils	deb	libctf0	2.40-2	pkg:deb/debian/libctf0@2.40-2?arch=amd64&distro=debian-12&upstream=binutils	library
CVE-2025-1151	none	pkg:deb/debian/libgprofng0@2.40-2?arch=amd64&distro=debian-12&package-id=727693742e6e3639&upstream=binutils	deb	libgprofng0	2.40-2	pkg:deb/debian/libgprofng0@2.40-2?arch=amd64&distro=debian-12&upstream=binutils	library
CVE-2025-14104	medium	pkg:deb/debian/bsdutils@1%3A2.38.1-5%2Bdeb12u3?arch=amd64&distro=debian-12&package-id=f131145b816a43ee&upstream=util-linux%402.38.1-5%2Bdeb12u3	deb	bsdutils	1:2.38.1-5+deb12u3	pkg:deb/debian/bsdutils@1%3A2.38.1-5%2Bdeb12u3?arch=amd64&distro=debian-12&upstream=util-linux%402.38.1-5%2Bdeb12u3	library
CVE-2025-14104	medium	pkg:deb/debian/libblkid1@2.38.1-5%2Bdeb12u3?arch=amd64&distro=debian-12&package-id=af35543f081d70bf&upstream=util-linux	deb	libblkid1	2.38.1-5+deb12u3	pkg:deb/debian/libblkid1@2.38.1-5%2Bdeb12u3?arch=amd64&distro=debian-12&upstream=util-linux	library
CVE-2025-14104	medium	pkg:deb/debian/libmount1@2.38.1-5%2Bdeb12u3?arch=amd64&distro=debian-12&package-id=3578a81ebb651f3d&upstream=util-linux	deb	libmount1	2.38.1-5+deb12u3	pkg:deb/debian/libmount1@2.38.1-5%2Bdeb12u3?arch=amd64&distro=debian-12&upstream=util-linux	library
CVE-2025-14104	medium	pkg:deb/debian/libsmartcols1@2.38.1-5%2Bdeb12u3?arch=amd64&distro=debian-12&package-id=ecee94562f1ce06f&upstream=util-linux	deb	libsmartcols1	2.38.1-5+deb12u3	pkg:deb/debian/libsmartcols1@2.38.1-5%2Bdeb12u3?arch=amd64&distro=debian-12&upstream=util-linux	library
CVE-2025-14104	medium	pkg:deb/debian/libuuid1@2.38.1-5%2Bdeb12u3?arch=amd64&distro=debian-12&package-id=2049f4c13963925a&upstream=util-linux	deb	libuuid1	2.38.1-5+deb12u3	pkg:deb/debian/libuuid1@2.38.1-5%2Bdeb12u3?arch=amd64&distro=debian-12&upstream=util-linux	library
CVE-2025-14104	medium	pkg:deb/debian/mount@2.38.1-5%2Bdeb12u3?arch=amd64&distro=debian-12&package-id=e75e0a2b6968d414&upstream=util-linux	deb	mount	2.38.1-5+deb12u3	pkg:deb/debian/mount@2.38.1-5%2Bdeb12u3?arch=amd64&distro=debian-12&upstream=util-linux	library
CVE-2025-14104	medium	pkg:deb/debian/util-linux@2.38.1-5%2Bdeb12u3?arch=amd64&distro=debian-12&package-id=b11f4a313957922c	deb	util-linux	2.38.1-5+deb12u3	pkg:deb/debian/util-linux@2.38.1-5%2Bdeb12u3?arch=amd64&distro=debian-12	library
CVE-2025-14104	medium	pkg:deb/debian/util-linux-extra@2.38.1-5%2Bdeb12u3?arch=amd64&distro=debian-12&package-id=fc9180bcad1f4d49&upstream=util-linux	deb	util-linux-extra	2.38.1-5+deb12u3	pkg:deb/debian/util-linux-extra@2.38.1-5%2Bdeb12u3?arch=amd64&distro=debian-12&upstream=util-linux	library
CVE-2025-14104	medium	pkg:deb/debian/uuid-runtime@2.38.1-5%2Bdeb12u3?arch=amd64&distro=debian-12&package-id=9cb935fafd01439f&upstream=util-linux	deb	uuid-runtime	2.38.1-5+deb12u3	pkg:deb/debian/uuid-runtime@2.38.1-5%2Bdeb12u3?arch=amd64&distro=debian-12&upstream=util-linux	library
CVE-2024-13978	low	pkg:deb/debian/libtiff6@4.5.0-6%2Bdeb12u3?arch=amd64&distro=debian-12&package-id=017939ea1216b685&upstream=tiff	deb	libtiff6	4.5.0-6+deb12u3	pkg:deb/debian/libtiff6@4.5.0-6%2Bdeb12u3?arch=amd64&distro=debian-12&upstream=tiff	library
CVE-2025-28162	medium	pkg:deb/debian/libpng16-16@1.6.39-2%2Bdeb12u1?arch=amd64&distro=debian-12&package-id=d50b56e6adfee72a&upstream=libpng1.6	deb	libpng16-16	1.6.39-2+deb12u1	pkg:deb/debian/libpng16-16@1.6.39-2%2Bdeb12u1?arch=amd64&distro=debian-12&upstream=libpng1.6	library
CVE-2025-28164	medium	pkg:deb/debian/libpng16-16@1.6.39-2%2Bdeb12u1?arch=amd64&distro=debian-12&package-id=d50b56e6adfee72a&upstream=libpng1.6	deb	libpng16-16	1.6.39-2+deb12u1	pkg:deb/debian/libpng16-16@1.6.39-2%2Bdeb12u1?arch=amd64&distro=debian-12&upstream=libpng1.6	library
CVE-2023-49463	none	pkg:deb/debian/libheif1@1.15.1-1%2Bdeb12u1?arch=amd64&distro=debian-12&package-id=6dec48f68a6dce02&upstream=libheif	deb	libheif1	1.15.1-1+deb12u1	pkg:deb/debian/libheif1@1.15.1-1%2Bdeb12u1?arch=amd64&distro=debian-12&upstream=libheif	library
CVE-2019-1010022	none	pkg:deb/debian/libc-bin@2.36-9%2Bdeb12u13?arch=amd64&distro=debian-12&package-id=e90934cdc31ca290&upstream=glibc	deb	libc-bin	2.36-9+deb12u13	pkg:deb/debian/libc-bin@2.36-9%2Bdeb12u13?arch=amd64&distro=debian-12&upstream=glibc	library
CVE-2019-1010022	none	pkg:deb/debian/libc-dev-bin@2.36-9%2Bdeb12u13?arch=amd64&distro=debian-12&package-id=a441f47cb7456001&upstream=glibc	deb	libc-dev-bin	2.36-9+deb12u13	pkg:deb/debian/libc-dev-bin@2.36-9%2Bdeb12u13?arch=amd64&distro=debian-12&upstream=glibc	library
CVE-2019-1010022	none	pkg:deb/debian/libc-devtools@2.36-9%2Bdeb12u13?arch=amd64&distro=debian-12&package-id=14dc64240f4a6401&upstream=glibc	deb	libc-devtools	2.36-9+deb12u13	pkg:deb/debian/libc-devtools@2.36-9%2Bdeb12u13?arch=amd64&distro=debian-12&upstream=glibc	library
CVE-2019-1010022	none	pkg:deb/debian/libc6@2.36-9%2Bdeb12u13?arch=amd64&distro=debian-12&package-id=0ab22287b6343f5c&upstream=glibc	deb	libc6	2.36-9+deb12u13	pkg:deb/debian/libc6@2.36-9%2Bdeb12u13?arch=amd64&distro=debian-12&upstream=glibc	library
CVE-2019-1010022	none	pkg:deb/debian/libc6-dev@2.36-9%2Bdeb12u13?arch=amd64&distro=debian-12&package-id=1f4a92bc30931514&upstream=glibc	deb	libc6-dev	2.36-9+deb12u13	pkg:deb/debian/libc6-dev@2.36-9%2Bdeb12u13?arch=amd64&distro=debian-12&upstream=glibc	library
CVE-2023-31437	none	pkg:deb/debian/libsystemd0@252.39-1~deb12u1?arch=amd64&distro=debian-12&package-id=ffff5892914d165f&upstream=systemd	deb	libsystemd0	252.39-1~deb12u1	pkg:deb/debian/libsystemd0@252.39-1~deb12u1?arch=amd64&distro=debian-12&upstream=systemd	library
CVE-2023-31437	none	pkg:deb/debian/libudev1@252.39-1~deb12u1?arch=amd64&distro=debian-12&package-id=884632838cded891&upstream=systemd	deb	libudev1	252.39-1~deb12u1	pkg:deb/debian/libudev1@252.39-1~deb12u1?arch=amd64&distro=debian-12&upstream=systemd	library
CVE-2017-14159	none	pkg:deb/debian/libldap-2.5-0@2.5.13%2Bdfsg-5?arch=amd64&distro=debian-12&package-id=692b9197d4b21a92&upstream=openldap	deb	libldap-2.5-0	2.5.13+dfsg-5	pkg:deb/debian/libldap-2.5-0@2.5.13%2Bdfsg-5?arch=amd64&distro=debian-12&upstream=openldap	library
CVE-2017-14159	none	pkg:deb/debian/libldap-common@2.5.13%2Bdfsg-5?arch=all&distro=debian-12&package-id=dd3946a6b1d2298d&upstream=openldap	deb	libldap-common	2.5.13+dfsg-5	pkg:deb/debian/libldap-common@2.5.13%2Bdfsg-5?arch=all&distro=debian-12&upstream=openldap	library
CVE-2018-20673	none	pkg:deb/debian/binutils@2.40-2?arch=amd64&distro=debian-12&package-id=d842b59217648a95	deb	binutils	2.40-2	pkg:deb/debian/binutils@2.40-2?arch=amd64&distro=debian-12	library
CVE-2018-20673	none	pkg:deb/debian/binutils-common@2.40-2?arch=amd64&distro=debian-12&package-id=5bcf7faea7019d8b&upstream=binutils	deb	binutils-common	2.40-2	pkg:deb/debian/binutils-common@2.40-2?arch=amd64&distro=debian-12&upstream=binutils	library
CVE-2018-20673	none	pkg:deb/debian/binutils-x86-64-linux-gnu@2.40-2?arch=amd64&distro=debian-12&package-id=d0e449f35480c447&upstream=binutils	deb	binutils-x86-64-linux-gnu	2.40-2	pkg:deb/debian/binutils-x86-64-linux-gnu@2.40-2?arch=amd64&distro=debian-12&upstream=binutils	library
CVE-2018-20673	none	pkg:deb/debian/libbinutils@2.40-2?arch=amd64&distro=debian-12&package-id=78054169459aae2f&upstream=binutils	deb	libbinutils	2.40-2	pkg:deb/debian/libbinutils@2.40-2?arch=amd64&distro=debian-12&upstream=binutils	library
